ID,model,scale,AIC,AICw,rank
S15097_2015_sum,road,3750,1117.243973,0.2456,3
S15097_2015_sum,road,3690,1118.618785,0.1235,4
S15097_2015_sum,road,3630,1120.713736,0.0433,5
S15097_2016_win,road,3270,1142.472797,0.441,1
S15097_2016_win,road,3330,1143.534975,0.2593,2
S15097_2016_win,road,3210,1144.031786,0.2022,3
S15097_2016_win,road,3390,1146.671822,0.054,4
S15097_2016_win,road,3150,1147.797793,0.0308,5
S15097_2016_sum,road,3870,1336.788426,0.9586,1
S15097_2016_sum,road,3810,1343.67326,0.0307,2
S15097_2016_sum,road,2370,1348.122419,0.0033,3
S15097_2016_sum,road,2430,1348.318526,0.003,4
S15097_2016_sum,road,2310,1349.484262,0.0017,5
S15099_2015_sum,road,3870,1342.895983,0.9516,1
S15099_2015_sum,road,3810,1349.462762,0.0357,2
S15099_2015_sum,road,2370,1353.986087,0.0037,3
S15099_2015_sum,road,2310,1354.075923,0.0036,4
S15099_2015_sum,road,2430,1355.157504,0.0021,5
S15103_2015_sum,road,30,698.5113814,0.783,1
S15103_2015_sum,road,2070,704.098746,0.0479,2
S15103_2015_sum,road,2010,704.4076681,0.0411,3
S15103_2015_sum,road,2130,704.456385,0.0401,4
S15103_2015_sum,road,1950,705.3602156,0.0255,5
S15103_2016_win,road,3270,1133.823533,0.2128,1
S15103_2016_win,road,3330,1134.281141,0.1693,2
S15103_2016_win,road,3210,1134.491493,0.1524,3
S15103_2016_win,road,3390,1135.542991,0.0901,4
S15103_2016_win,road,3150,1136.253414,0.0632,5
S15103_2016_sum,road,2910,1085.686901,0.4867,1
S15103_2016_sum,road,2850,1086.414482,0.3383,2
S15103_2016_sum,road,2970,1088.943956,0.0955,3
S15103_2016_sum,road,2790,1089.576367,0.0696,4
S15103_2016_sum,road,2730,1093.991963,0.0077,5
S15104_2015_sum,road,2550,837.5420319,0.0739,1
S15104_2015_sum,road,2490,837.5717502,0.0728,2
S15104_2015_sum,road,2610,837.6071573,0.0715,3
S15104_2015_sum,road,2430,837.7219798,0.0675,4
S15104_2015_sum,road,2670,837.7227712,0.0675,5
S15105_2015_sum,road,3870,1022.169256,0.4803,1
S15105_2015_sum,road,3810,1026.018842,0.0701,2
S15105_2015_sum,road,2130,1026.513991,0.0547,3
S15105_2015_sum,road,2070,1026.534049,0.0542,4
S15105_2015_sum,road,2190,1026.803958,0.0473,5
S15105_2016_win,road,1470,605.3935024,0.1729,1
S15105_2016_win,road,1530,605.4603118,0.1672,2
S15105_2016_win,road,1410,605.9044809,0.1339,3
S15105_2016_win,road,1590,605.9218011,0.1328,4
S15105_2016_win,road,1650,606.6246594,0.0934,5
S15105_2016_sum,road,1710,1169.685632,0.4003,1
S15105_2016_sum,road,1650,1170.240209,0.3033,2
S15105_2016_sum,road,1770,1171.263191,0.1819,3
S15105_2016_sum,road,1590,1173.0555,0.0742,4
S15105_2016_sum,road,1830,1174.788854,0.0312,5
S15105_2017_win,road,1170,1175.267774,0.2005,1
S15105_2017_win,road,1110,1175.2788,0.1993,2
S15105_2017_win,road,1230,1175.792698,0.1542,3
S15105_2017_win,road,1050,1176.070605,0.1342,4
S15105_2017_win,road,1290,1176.942764,0.0868,5
S15105_2017_sum,road,1170,1154.957177,0.2429,1
S15105_2017_sum,road,1230,1155.297782,0.2049,2
S15105_2017_sum,road,1110,1155.525866,0.1828,3
S15105_2017_sum,road,1290,1156.353992,0.1208,4
S15105_2017_sum,road,1050,1156.944816,0.0899,5
S15106_2015_sum,road,1230,1146.860222,0.4376,1
S15106_2015_sum,road,1290,1147.16014,0.3766,2
S15106_2015_sum,road,1170,1149.997909,0.0911,3
S15106_2015_sum,road,1350,1150.223322,0.0814,4
S15106_2015_sum,road,1410,1154.945933,0.0077,5
S15107_2015_sum,road,990,880.7511923,0.2299,1
S15107_2015_sum,road,930,880.882626,0.2153,2
S15107_2015_sum,road,1050,881.2886972,0.1758,3
S15107_2015_sum,road,870,881.6166858,0.1492,4
S15107_2015_sum,road,1110,882.6769529,0.0878,5
S15107_2016_win,road,2790,874.3201289,0.2812,1
S15107_2016_win,road,2730,874.6777384,0.2352,2
S15107_2016_win,road,2850,875.1813892,0.1828,3
S15107_2016_win,road,2670,875.9843925,0.1224,4
S15107_2016_win,road,2910,876.939165,0.0759,5
S15107_2016_sum,road,2310,1059.805648,0.4939,1
S15107_2016_sum,road,2250,1060.791717,0.3017,2
S15107_2016_sum,road,2370,1062.05878,0.1601,3
S15107_2016_sum,road,2190,1065.273878,0.0321,4
S15107_2016_sum,road,2430,1067.325881,0.0115,5
S15160_2018_sum,road,2310,1078.708303,0.4157,1
S15160_2018_sum,road,2250,1079.13328,0.3361,2
S15160_2018_sum,road,2370,1080.68238,0.1549,3
S15160_2018_sum,road,2190,1082.226813,0.0716,4
S15160_2018_sum,road,2430,1085.046412,0.0175,5
S15165_2018_sum,road,1170,1039.043423,0.168,1
S15165_2018_sum,road,1230,1039.130572,0.1608,2
S15165_2018_sum,road,1110,1039.330393,0.1455,3
S15165_2018_sum,road,1290,1039.735231,0.1189,4
S15165_2018_sum,road,1050,1039.875634,0.1108,5
S16001_2016_win,road,1770,705.1661498,0.1349,1
S16001_2016_win,road,1830,705.2788812,0.1276,2
S16001_2016_win,road,1710,705.2947998,0.1265,3
S16001_2016_win,road,1650,705.6007797,0.1086,4
S16001_2016_win,road,1890,705.7212016,0.1022,5
S16002_2016_win,road,330,757.20875,0.1091,1
S16002_2016_win,road,390,757.2469111,0.1071,2
S16002_2016_win,road,270,757.2633446,0.1062,3
S16002_2016_win,road,450,757.3867175,0.0998,4
S16002_2016_win,road,210,757.4445282,0.097,5
S16002_2016_sum,road,3870,1005.189815,0.993,1
S16002_2016_sum,road,3810,1015.123381,0.0069,2
S16002_2016_sum,road,3750,1024.396599,1.00E-04,3
S16002_2016_sum,road,3690,1032.362385,0,4
S16002_2016_sum,road,3630,1038.905838,0,5
S16003_2016_win,road,3870,1034.707688,0.814,1
S16003_2016_win,road,3810,1038.079718,0.1508,2
S16003_2016_win,road,3750,1041.473485,0.0276,3
S16003_2016_win,road,3690,1044.665517,0.0056,4
S16003_2016_win,road,3630,1047.555797,0.0013,5
S16003_2016_sum,road,630,942.4671203,0.0992,1
S16003_2016_sum,road,570,942.5006253,0.0975,2
S16003_2016_sum,road,690,942.5431688,0.0955,3
S16003_2016_sum,road,510,942.6958605,0.0885,4
S16003_2016_sum,road,750,942.7172679,0.0875,5
S16004_2016_win,road,990,709.9776553,0.116,1
S16004_2016_win,road,930,710.0720791,0.1106,2
S16004_2016_win,road,1050,710.1071004,0.1087,3
S16004_2016_win,road,870,710.3624638,0.0957,4
S16004_2016_win,road,1110,710.4220826,0.0929,5
S16004_2016_sum,road,2310,710.6101014,0.1518,1
S16004_2016_sum,road,2370,710.7001475,0.1451,2
S16004_2016_sum,road,2250,710.892327,0.1318,3
S16004_2016_sum,road,2430,711.1531838,0.1157,4
S16004_2016_sum,road,2190,711.5272748,0.0959,5
S16005_2016_win,road,1590,669.8900965,0.1438,1
S16005_2016_win,road,1650,669.9908462,0.1368,2
S16005_2016_win,road,1530,670.0294068,0.1342,3
S16005_2016_win,road,1470,670.3675558,0.1133,4
S16005_2016_win,road,1710,670.4032326,0.1113,5
S16005_2016_sum,road,1470,663.5009348,0.1324,1
S16005_2016_sum,road,1530,663.5679557,0.128,2
S16005_2016_sum,road,1410,663.6731738,0.1214,3
S16005_2016_sum,road,1590,663.8705543,0.11,4
S16005_2016_sum,road,1350,664.0728679,0.0994,5
S16006_2016_win,road,2970,683.784966,0.0801,1
S16006_2016_win,road,3030,683.841392,0.0779,2
S16006_2016_win,road,2910,683.9400056,0.0741,3
S16006_2016_win,road,3090,684.1998274,0.0651,4
S16006_2016_win,road,2850,684.2518625,0.0634,5
S16006_2016_sum,road,1170,645.8428669,0.1722,1
S16006_2016_sum,road,1230,645.9445982,0.1636,2
S16006_2016_sum,road,1110,646.2092943,0.1433,3
S16006_2016_sum,road,1290,646.6241084,0.1165,4
S16006_2016_sum,road,1050,646.8879943,0.1021,5
S16006_2017_sum,road,2970,556.4732632,0.1643,1
S16006_2017_sum,road,3030,556.4915035,0.1628,2
S16006_2017_sum,road,2910,556.8047115,0.1392,3
S16006_2017_sum,road,3090,556.826017,0.1377,4
S16006_2017_sum,road,3150,557.5116566,0.0977,5
S16007_2016_win,road,2550,773.2320902,0.17,1
S16007_2016_win,road,2610,773.2872505,0.1654,2
S16007_2016_win,road,2490,773.5391991,0.1458,3
S16007_2016_win,road,2670,773.7680714,0.1301,4
S16007_2016_win,road,2430,774.1215276,0.109,5
S16007_2016_sum,road,3090,847.3998313,0.2138,1
S16007_2016_sum,road,3030,847.5540984,0.1979,2
S16007_2016_sum,road,3150,848.1737866,0.1452,3
S16007_2016_sum,road,2970,848.4672242,0.1254,4
S16007_2016_sum,road,3210,849.8303784,0.0634,5
S16007_2017_win,road,3810,519.0435788,0.2338,1
S16007_2017_win,road,3750,519.2355584,0.2124,2
S16007_2017_win,road,3870,519.4767046,0.1882,3
S16007_2017_win,road,3690,519.8741789,0.1543,4
S16007_2017_win,road,3630,520.8333073,0.0955,5
S16007_2017_sum,road,2310,541.4611183,0.1508,1
S16007_2017_sum,road,2250,541.4784988,0.1495,2
S16007_2017_sum,road,2370,541.8057472,0.1269,3
S16007_2017_sum,road,2190,541.8412245,0.1247,4
S16007_2017_sum,road,2130,542.4982489,0.0898,5
S16007_2018_win,road,2730,696.846284,0.2119,1
S16007_2018_win,road,2670,697.1407202,0.1829,2
S16007_2018_win,road,2790,697.1896433,0.1785,3
S16007_2018_win,road,2850,698.0008993,0.119,4
S16007_2018_win,road,2610,698.3531845,0.0998,5
S16009_2016_win,road,3870,455.6732169,0.0386,1
S16009_2016_win,road,3810,455.8301902,0.0357,2
S16009_2016_win,road,3750,455.9935035,0.0329,3
S16009_2016_win,road,3690,456.158105,0.0303,4
S16009_2016_win,road,3630,456.3186778,0.028,5
S16009_2016_sum,road,450,637.9233452,0.4103,1
S16009_2016_sum,road,510,638.5796248,0.2955,2
S16009_2016_sum,road,390,639.9096065,0.152,3
S16009_2016_sum,road,570,640.7904823,0.0978,4
S16009_2016_sum,road,630,643.6787282,0.0231,5
S16010_2016_win,road,1230,631.7799126,0.4776,1
S16010_2016_win,road,1290,632.8276225,0.2829,2
S16010_2016_win,road,1170,634.3083314,0.1349,3
S16010_2016_win,road,1350,635.505826,0.0741,4
S16010_2016_win,road,1410,638.5345385,0.0163,5
S16010_2016_sum,road,1170,383.923261,0.1336,1
S16010_2016_sum,road,1230,384.2146849,0.1155,2
S16010_2016_sum,road,1110,384.6451695,0.0931,3
S16010_2016_sum,road,1290,385.1332099,0.073,4
S16010_2016_sum,road,1050,385.9591456,0.0483,5
S16010_2017_win,road,2610,595.6201346,0.1338,1
S16010_2017_win,road,2670,595.6615475,0.1311,2
S16010_2017_win,road,2550,595.8065794,0.1219,3
S16010_2017_win,road,2730,596.0000153,0.1107,4
S16010_2017_win,road,2490,596.2369575,0.0983,5
S16010_2017_sum,road,2430,314.9613433,0.0954,1
S16010_2017_sum,road,2370,314.9818229,0.0945,2
S16010_2017_sum,road,2490,315.122744,0.088,3
S16010_2017_sum,road,2310,315.1608816,0.0864,4
S16010_2017_sum,road,2550,315.4974646,0.073,5
S16010_2018_win,road,3150,500.1161024,0.1319,1
S16010_2018_win,road,3090,500.1174855,0.1318,2
S16010_2018_win,road,3030,500.3297709,0.1185,3
S16010_2018_win,road,3210,500.3321771,0.1184,4
S16010_2018_win,road,2970,500.7607713,0.0955,5
S16011_2016_win,road,870,256.3138056,0.056,1
S16011_2016_win,road,930,256.3150303,0.056,2
S16011_2016_win,road,810,256.4147333,0.0533,3
S16011_2016_win,road,990,256.4194988,0.0531,4
S16011_2016_win,road,1050,256.5781282,0.0491,5
S16011_2016_sum,road,2670,243.6518733,0.1396,1
S16011_2016_sum,road,2730,243.7055263,0.1359,2
S16011_2016_sum,road,2610,243.8782885,0.1246,3
S16011_2016_sum,road,2790,244.1377437,0.1095,4
S16011_2016_sum,road,2550,244.2911154,0.1014,5
S16011_2017_win,road,3870,497.462169,0.298,1
S16011_2017_win,road,2730,499.2740424,0.1204,2
S16011_2017_win,road,2670,499.4999206,0.1076,3
S16011_2017_win,road,2790,499.5573249,0.1045,4
S16011_2017_win,road,2610,500.0995925,0.0797,5
S16011_2017_sum,road,570,475.9306119,0.0963,1
S16011_2017_sum,road,630,476.0251462,0.0919,2
S16011_2017_sum,road,510,476.0794353,0.0894,3
S16011_2017_sum,road,690,476.2273909,0.083,4
S16011_2017_sum,road,450,476.4354041,0.0748,5
S16012_2016_win,road,2250,212.8054882,0.0761,1
S16012_2016_win,road,2190,212.8246688,0.0754,2
S16012_2016_win,road,2310,212.9135689,0.0721,3
S16012_2016_win,road,2130,212.962163,0.0703,4
S16012_2016_win,road,2370,213.1232632,0.0649,5
S16012_2016_sum,road,3570,1025.071094,0.2661,1
S16012_2016_sum,road,3630,1025.518451,0.2128,2
S16012_2016_sum,road,3510,1025.518627,0.2128,3
S16012_2016_sum,road,3690,1026.808155,0.1117,4
S16012_2016_sum,road,3450,1026.928705,0.1051,5
S16012_2017_sum,road,1290,1055.971964,0.0598,1
S16012_2017_sum,road,1350,1055.983833,0.0594,2
S16012_2017_sum,road,1230,1056.028368,0.0581,3
S16012_2017_sum,road,1410,1056.076382,0.0567,4
S16012_2017_sum,road,1170,1056.136146,0.055,5
S16013_2016_win,road,2430,935.7741466,0.1692,1
S16013_2016_win,road,2490,936.0260086,0.1492,2
S16013_2016_win,road,2370,936.0279525,0.149,3
S16013_2016_win,road,2310,936.6852993,0.1073,4
S16013_2016_win,road,2550,936.7083645,0.106,5
S16014_2016_win,road,2490,1015.060041,0.3749,1
S16014_2016_win,road,2550,1015.365254,0.3218,2
S16014_2016_win,road,2430,1016.892257,0.15,3
S16014_2016_win,road,2610,1017.468375,0.1124,4
S16014_2016_win,road,2670,1020.978002,0.0194,5
S16016_2016_win,road,330,1092.145682,0.2167,1
S16016_2016_win,road,270,1092.202874,0.2106,2
S16016_2016_win,road,390,1092.691462,0.165,3
S16016_2016_win,road,210,1092.958753,0.1443,4
S16016_2016_win,road,450,1093.788977,0.0953,5
S16016_2016_sum,road,3090,1196.701294,0.4002,1
S16016_2016_sum,road,3150,1198.02266,0.2067,2
S16016_2016_sum,road,3030,1198.855167,0.1363,3
S16016_2016_sum,road,570,1200.285962,0.0667,4
S16016_2016_sum,road,630,1200.418266,0.0624,5
S16019_2016_win,road,1410,1176.492081,0.1395,1
S16019_2016_win,road,1350,1176.649427,0.1289,2
S16019_2016_win,road,1470,1176.929901,0.112,3
S16019_2016_win,road,1290,1177.308467,0.0927,4
S16019_2016_win,road,1530,1177.963173,0.0668,5
S16021_2016_win,road,3090,1137.57431,0.5301,1
S16021_2016_win,road,3150,1139.295298,0.2242,2
S16021_2016_win,road,3030,1139.531288,0.1992,3
S16021_2016_win,road,3210,1142.968014,0.0357,4
S16021_2016_win,road,2970,1146.231386,0.007,5
S16023_2016_win,road,1410,1100.053916,0.243,1
S16023_2016_win,road,1350,1101.347561,0.1273,2
S16023_2016_win,road,1470,1101.546955,0.1152,3
S16023_2016_win,road,3570,1101.8553,0.0987,4
S16023_2016_win,road,3630,1102.014436,0.0912,5
S16027_2016_win,road,1050,954.5045875,0.3281,1
S16027_2016_win,road,990,954.6086424,0.3115,2
S16027_2016_win,road,1110,955.7921747,0.1724,3
S16027_2016_win,road,930,956.6160505,0.1142,4
S16027_2016_win,road,1170,958.230304,0.0509,5
S16027_2016_sum,road,30,1014.68579,0.5548,1
S16027_2016_sum,road,90,1015.720328,0.3307,2
S16027_2016_sum,road,150,1018.2116,0.0952,3
S16027_2016_sum,road,210,1021.691561,0.0167,4
S16027_2016_sum,road,270,1025.629433,0.0023,5
S16027_2017_win,road,1350,1093.300839,0.1815,1
S16027_2017_win,road,1290,1093.311417,0.1806,2
S16027_2017_win,road,1230,1093.751853,0.1449,3
S16027_2017_win,road,1410,1093.86624,0.1368,4
S16027_2017_win,road,1170,1094.468758,0.1012,5
S16027_2017_sum,road,1890,1486.019043,0.2415,1
S16027_2017_sum,road,1950,1486.375699,0.202,2
S16027_2017_sum,road,1830,1486.43446,0.1962,3
S16027_2017_sum,road,2010,1487.443195,0.1185,4
S16027_2017_sum,road,1770,1487.690733,0.1047,5
S16027_2018_sum,road,1770,1092.756257,0.2568,1
S16027_2018_sum,road,1710,1093.064596,0.2201,2
S16027_2018_sum,road,1830,1093.26255,0.1993,3
S16027_2018_sum,road,1650,1094.369291,0.1146,4
S16027_2018_sum,road,1890,1094.409992,0.1123,5
S16028_2016_win,road,3570,1008.292216,0.2161,1
S16028_2016_win,road,3510,1008.294577,0.2158,2
S16028_2016_win,road,3450,1008.887333,0.1605,3
S16028_2016_win,road,3630,1009.038036,0.1488,4
S16028_2016_win,road,3390,1009.915517,0.096,5
S16028_2016_sum,road,1950,882.3797593,0.3088,1
S16028_2016_sum,road,1890,882.8609755,0.2428,2
S16028_2016_sum,road,2010,883.1604719,0.209,3
S16028_2016_sum,road,1830,884.389316,0.1131,4
S16028_2016_sum,road,2070,885.4707574,0.0658,5
S16029_2016_win,road,2370,1030.641636,0.0925,1
S16029_2016_win,road,2310,1030.683721,0.0906,2
S16029_2016_win,road,2250,1030.922864,0.0804,3
S16029_2016_win,road,1890,1031.08213,0.0742,4
S16029_2016_win,road,1950,1031.086081,0.0741,5
S16029_2016_sum,road,1650,910.1610573,0.1304,1
S16029_2016_sum,road,1590,910.1660419,0.1301,2
S16029_2016_sum,road,1530,910.406796,0.1153,3
S16029_2016_sum,road,1710,910.5748315,0.106,4
S16029_2016_sum,road,1470,910.79255,0.0951,5
S16029_2017_win,road,1830,1415.230041,0.2366,1
S16029_2017_win,road,1770,1415.256596,0.2335,2
S16029_2017_win,road,1710,1416.036524,0.1581,3
S16029_2017_win,road,1890,1416.265101,0.141,4
S16029_2017_win,road,1650,1417.227368,0.0872,5
S16029_2017_sum,road,2730,1171.45276,0.2258,1
S16029_2017_sum,road,2790,1171.699632,0.1996,2
S16029_2017_sum,road,2670,1171.869743,0.1833,3
S16029_2017_sum,road,2850,1172.514175,0.1328,4
S16029_2017_sum,road,2610,1173.110735,0.0986,5
S16030_2016_win,road,1770,1138.100805,0.9934,1
S16030_2016_win,road,1830,1148.148581,0.0065,2
S16030_2016_win,road,1710,1158.570435,0,3
S16030_2016_win,road,1890,1174.296836,0,4
S16030_2016_win,road,1950,1205.465936,0,5
S16030_2016_sum,road,3570,1312.693883,0.7461,1
S16030_2016_sum,road,3510,1314.918933,0.2453,2
S16030_2016_sum,road,3630,1321.609928,0.0086,3
S16030_2016_sum,road,3450,1335.001607,0,4
S16030_2016_sum,road,3690,1335.376512,0,5
S16030_2017_win,road,1890,1489.187171,0.1981,1
S16030_2017_win,road,1950,1489.434335,0.1751,2
S16030_2017_win,road,1830,1489.611158,0.1603,3
S16030_2017_win,road,2010,1490.276528,0.1149,4
S16030_2017_win,road,1770,1490.647993,0.0954,5
S16030_2017_sum,road,570,1432.973325,0.3603,1
S16030_2017_sum,road,630,1433.098103,0.3385,2
S16030_2017_sum,road,510,1434.875951,0.1392,3
S16030_2017_sum,road,690,1435.203854,0.1181,4
S16030_2017_sum,road,450,1438.527807,0.0224,5
S16030_2018_sum,road,2850,1287.584125,0.5887,1
S16030_2018_sum,road,2790,1288.47602,0.3769,2
S16030_2018_sum,road,2730,1294.395232,0.0195,3
S16030_2018_sum,road,2910,1294.968113,0.0147,4
S16030_2018_sum,road,2670,1303.101775,3.00E-04,5
S16033_2016_win,road,1650,1293.872138,0.976,1
S16033_2016_win,road,1710,1301.890491,0.0177,2
S16033_2016_win,road,1590,1303.950874,0.0063,3
S16033_2016_win,road,1530,1324.521965,0,4
S16033_2016_win,road,1770,1331.871568,0,5
S16033_2016_sum,road,1110,1442.528725,0.5917,1
S16033_2016_sum,road,1050,1444.218625,0.2542,2
S16033_2016_sum,road,1170,1446.582873,0.0779,3
S16033_2016_sum,road,990,1447.309854,0.0542,4
S16033_2016_sum,road,930,1450.159105,0.013,5
S16034_2016_win,road,510,1495.085641,0.2049,1
S16034_2016_win,road,570,1495.930692,0.1343,2
S16034_2016_win,road,450,1496.027588,0.1279,3
S16034_2016_win,road,630,1497.508155,0.061,4
S16034_2016_win,road,390,1498.250401,0.0421,5
S16034_2016_sum,road,2250,1461.554163,0.4267,1
S16034_2016_sum,road,2310,1461.620787,0.4127,2
S16034_2016_sum,road,2370,1464.811258,0.0837,3
S16034_2016_sum,road,2190,1465.179287,0.0696,4
S16034_2016_sum,road,2430,1470.695773,0.0044,5
S16034_2017_win,road,1170,1253.010209,0.4674,1
S16034_2017_win,road,1230,1253.960357,0.2907,2
S16034_2017_win,road,1110,1255.038817,0.1695,3
S16034_2017_win,road,1290,1257.465237,0.0504,4
S16034_2017_win,road,1050,1259.57901,0.0175,5
S16034_2017_sum,road,3870,1359.45584,0.9984,1
S16034_2017_sum,road,3810,1372.317785,0.0016,2
S16034_2017_sum,road,3750,1388.84824,0,3
S16034_2017_sum,road,3690,1404.651644,0,4
S16034_2017_sum,road,3630,1418.488919,0,5
S16035_2016_win,road,3870,1550.693258,0.7909,1
S16035_2016_win,road,30,1556.883412,0.0358,2
S16035_2016_win,road,1230,1557.853674,0.022,3
S16035_2016_win,road,1290,1558.062802,0.0199,4
S16035_2016_win,road,1170,1558.112935,0.0194,5
S16035_2016_sum,road,450,1395.57219,0.3681,1
S16035_2016_sum,road,390,1395.877639,0.3159,2
S16035_2016_sum,road,510,1397.269847,0.1575,3
S16035_2016_sum,road,330,1398.043128,0.107,4
S16035_2016_sum,road,570,1400.440648,0.0323,5
S16035_2017_win,road,3270,1454.968707,0.4799,1
S16035_2017_win,road,3210,1455.492712,0.3693,2
S16035_2017_win,road,3330,1458.492894,0.0824,3
S16035_2017_win,road,3150,1459.159873,0.059,4
S16035_2017_win,road,3090,1464.046919,0.0051,5
S16035_2017_sum,road,2610,1392.353673,0.3737,1
S16035_2017_sum,road,2670,1393.201002,0.2447,2
S16035_2017_sum,road,2550,1393.383382,0.2233,3
S16035_2017_sum,road,2730,1395.474927,0.0785,4
S16035_2017_sum,road,2490,1396.290095,0.0522,5
S16035_2018_win,road,3090,1433.800627,0.6258,1
S16035_2018_win,road,3150,1435.203711,0.3103,2
S16035_2018_win,road,3030,1438.487889,0.0601,3
S16035_2018_win,road,3210,1445.269912,0.002,4
S16035_2018_win,road,2970,1445.551748,0.0018,5
S16035_2018_sum,road,2670,1272.796014,0.9903,1
S16035_2018_sum,road,2730,1282.046998,0.0097,2
S16035_2018_sum,road,2610,1296.22419,0,3
S16035_2018_sum,road,2790,1315.415352,0,4
S16035_2018_sum,road,2550,1341.040318,0,5
S16038_2016_win,road,450,1467.239852,0.7661,1
S16038_2016_win,road,390,1470.109483,0.1824,2
S16038_2016_win,road,510,1472.663788,0.0509,3
S16038_2016_win,road,330,1482.391259,4.00E-04,4
S16038_2016_win,road,570,1483.956621,2.00E-04,5
S16038_2016_sum,road,1770,1477.909061,0.1063,1
S16038_2016_sum,road,1710,1477.947009,0.1043,2
S16038_2016_sum,road,1650,1478.272681,0.0886,3
S16038_2016_sum,road,1830,1478.301921,0.0873,4
S16038_2016_sum,road,1590,1478.800613,0.068,5
S16038_2017_win,road,3090,1103.978231,0.346,1
S16038_2017_win,road,3030,1104.644866,0.2479,2
S16038_2017_win,road,3150,1105.384045,0.1713,3
S16038_2017_win,road,2970,1107.50726,0.0593,4
S16038_2017_win,road,3210,1108.625656,0.0339,5
S16041_2016_win,road,1110,1533.52034,0.2613,1
S16041_2016_win,road,1170,1533.647629,0.2452,2
S16041_2016_win,road,1050,1534.269955,0.1796,3
S16041_2016_win,road,1230,1534.700799,0.1448,4
S16041_2016_win,road,990,1535.860353,0.0811,5
S16041_2016_sum,road,2430,1284.469527,0.5499,1
S16041_2016_sum,road,2490,1284.886127,0.4465,2
S16041_2016_sum,road,2550,1295.262339,0.0025,3
S16041_2016_sum,road,2370,1296.989949,0.0011,4
S16041_2016_sum,road,2610,1311.517413,0,5
S16043_2016_win,road,3870,1351.710735,0.8417,1
S16043_2016_win,road,3810,1355.113598,0.1536,2
S16043_2016_win,road,3750,1362.089063,0.0047,3
S16043_2016_win,road,3690,1373.760565,0,4
S16043_2016_win,road,3630,1390.624733,0,5
S16043_2016_sum,road,2970,1463.137954,0.3398,1
S16043_2016_sum,road,2910,1463.496795,0.284,2
S16043_2016_sum,road,3030,1464.312194,0.1889,3
S16043_2016_sum,road,2850,1465.540252,0.1022,4
S16043_2016_sum,road,3090,1466.739652,0.0561,5
S16043_2017_win,road,1050,1438.195521,0.5302,1
S16043_2017_win,road,1110,1438.847867,0.3826,2
S16043_2017_win,road,990,1442.38363,0.0653,3
S16043_2017_win,road,1170,1444.76572,0.0198,4
S16043_2017_win,road,930,1449.478888,0.0019,5
S16045_2016_win,road,2730,1417.952257,0.2118,1
S16045_2016_win,road,2790,1418.312032,0.1769,2
S16045_2016_win,road,2670,1418.385915,0.1705,3
S16045_2016_win,road,2850,1419.121901,0.118,4
S16045_2016_win,road,2610,1419.846167,0.0821,5
S16045_2016_sum,road,2670,1352.77762,0.4071,1
S16045_2016_sum,road,2610,1352.929049,0.3774,2
S16045_2016_sum,road,2550,1355.534727,0.1026,3
S16045_2016_sum,road,2730,1355.632435,0.0977,4
S16045_2016_sum,road,2490,1360.142924,0.0102,5
S16045_2017_win,road,1950,1346.285641,0.5673,1
S16045_2017_win,road,2010,1347.473115,0.3133,2
S16045_2017_win,road,1890,1349.863225,0.0948,3
S16045_2017_win,road,2070,1352.722208,0.0227,4
S16045_2017_win,road,1830,1358.206424,0.0015,5
S16045_2017_sum,road,3810,544.8878836,0.342,1
S16045_2017_sum,road,3750,545.3305617,0.2741,2
S16045_2017_sum,road,3870,545.7520119,0.222,3
S16045_2017_sum,road,3690,546.9275396,0.1234,4
S16045_2017_sum,road,3630,549.5836976,0.0327,5
S16045_2018_win,road,1710,1065.502747,0.6627,1
S16045_2018_win,road,1650,1067.261255,0.2751,2
S16045_2018_win,road,1770,1070.420422,0.0567,3
S16045_2018_win,road,1590,1075.162883,0.0053,4
S16045_2018_win,road,1830,1081.743846,2.00E-04,5
S16046_2016_win,road,3870,1504.187852,0.1001,1
S16046_2016_win,road,3810,1504.424923,0.0889,2
S16046_2016_win,road,3750,1504.608215,0.0811,3
S16046_2016_win,road,3690,1504.765944,0.075,4
S16046_2016_win,road,3630,1504.948399,0.0684,5
S16046_2016_sum,road,1290,1295.922382,0.1927,1
S16046_2016_sum,road,1350,1296.076088,0.1785,2
S16046_2016_sum,road,1230,1296.259291,0.1628,3
S16046_2016_sum,road,1410,1296.6957,0.1309,4
S16046_2016_sum,road,1170,1297.102838,0.1068,5
S16049_2016_win,road,3210,1389.747974,0.308,1
S16049_2016_win,road,3270,1390.032896,0.2671,2
S16049_2016_win,road,3150,1390.930196,0.1705,3
S16049_2016_win,road,3330,1392.023927,0.0987,4
S16049_2016_win,road,3090,1393.013557,0.0602,5
S16049_2016_sum,road,210,751.1656338,0.3892,1
S16049_2016_sum,road,270,751.8463328,0.277,2
S16049_2016_sum,road,150,752.6111941,0.1889,3
S16049_2016_sum,road,330,754.2106777,0.0849,4
S16049_2016_sum,road,90,756.0439396,0.034,5
S16049_2017_win,road,3510,1254.770264,0.6096,1
S16049_2017_win,road,3450,1255.797667,0.3647,2
S16049_2017_win,road,3570,1261.295363,0.0233,3
S16049_2017_win,road,3390,1266.036312,0.0022,4
S16049_2017_win,road,3630,1272.257366,1.00E-04,5
S16050_2016_win,road,1770,1381.930008,0.3689,1
S16050_2016_win,road,1710,1382.295471,0.3073,2
