ID,model,scale,AIC,AICw,rank
N15095_2015_win,forest,2490,832.5920041,0.0076,4
N15095_2015_win,forest,2370,833.5550302,0.0047,5
N15095_2015_sum,forest,90,804.8774841,0.7796,1
N15095_2015_sum,forest,30,807.4053218,0.2203,2
N15095_2015_sum,forest,150,822.0338423,1.00E-04,3
N15095_2015_sum,forest,210,833.0863473,0,4
N15095_2015_sum,forest,270,841.7179018,0,5
N15096_2015_sum,forest,30,1057.442912,0.7482,1
N15096_2015_sum,forest,90,1059.622054,0.2517,2
N15096_2015_sum,forest,150,1074.286849,2.00E-04,3
N15096_2015_sum,forest,210,1081.804435,0,4
N15096_2015_sum,forest,1410,1081.927606,0,5
N15099_2015_sum,forest,390,716.6249442,0.2176,1
N15099_2015_sum,forest,330,716.7754096,0.2018,2
N15099_2015_sum,forest,450,716.8407672,0.1953,3
N15099_2015_sum,forest,270,718.1810309,0.0999,4
N15099_2015_sum,forest,510,718.2424752,0.0969,5
N15100_2015_sum,forest,90,992.5224334,0.9939,1
N15100_2015_sum,forest,150,1002.702095,0.0061,2
N15100_2015_sum,forest,210,1015.082675,0,3
N15100_2015_sum,forest,30,1016.766803,0,4
N15100_2015_sum,forest,270,1026.037213,0,5
N15200_2015_sum,forest,3870,789.6687347,0.8493,1
N15200_2015_sum,forest,90,794.8427089,0.0639,2
N15200_2015_sum,forest,30,795.6229153,0.0433,3
N15200_2015_sum,forest,3810,796.0016348,0.0358,4
N15200_2015_sum,forest,3750,800.1684806,0.0045,5
N15200_2016_win,forest,30,451.2738672,0.9424,1
N15200_2016_win,forest,90,456.8712476,0.0574,2
N15200_2016_win,forest,150,468.5726859,2.00E-04,3
N15200_2016_win,forest,210,476.7785769,0,4
N15200_2016_win,forest,270,481.3115274,0,5
N15200_2016_sum,forest,90,703.5128978,0.9804,1
N15200_2016_sum,forest,30,711.3457678,0.0195,2
N15200_2016_sum,forest,150,721.9194497,1.00E-04,3
N15200_2016_sum,forest,210,739.1039875,0,4
N15200_2016_sum,forest,270,751.2798926,0,5
N16001_2016_win,forest,3090,705.3763586,0.1301,1
N16001_2016_win,forest,2910,705.5591183,0.1188,2
N16001_2016_win,forest,3150,705.5623678,0.1186,3
N16001_2016_win,forest,3030,705.6166003,0.1154,4
N16001_2016_win,forest,2970,705.7647916,0.1072,5
N16001_2016_sum,forest,3030,673.307524,0.3675,1
N16001_2016_sum,forest,3090,673.9426268,0.2675,2
N16001_2016_sum,forest,2970,675.2874454,0.1366,3
N16001_2016_sum,forest,3150,675.320234,0.1343,4
N16001_2016_sum,forest,3210,677.0294482,0.0572,5
N16001_2017_win,forest,30,515.1089025,0.7712,1
N16001_2017_win,forest,90,517.5472818,0.2279,2
N16001_2017_win,forest,150,528.6913109,9.00E-04,3
N16001_2017_win,forest,210,538.2440421,0,4
N16001_2017_win,forest,270,548.15295,0,5
N16003_2016_win,forest,3570,575.9971551,0.3864,1
N16003_2016_win,forest,3630,577.3920778,0.1924,2
N16003_2016_win,forest,3510,577.6815078,0.1665,3
N16003_2016_win,forest,3690,579.3334008,0.0729,4
N16003_2016_win,forest,3450,579.5263305,0.0662,5
N16005_2016_win,forest,90,562.9363177,0.1735,1
N16005_2016_win,forest,150,562.9871775,0.1692,2
N16005_2016_win,forest,210,563.7128709,0.1177,3
N16005_2016_win,forest,330,563.7250605,0.117,4
N16005_2016_win,forest,450,563.9353546,0.1053,5
N16005_2016_sum,forest,90,758.7282609,0.8138,1
N16005_2016_sum,forest,30,761.6786956,0.1861,2
N16005_2016_sum,forest,150,778.8864644,0,3
N16005_2016_sum,forest,210,792.4471643,0,4
N16005_2016_sum,forest,270,801.9234608,0,5
N16006_2016_win,forest,30,853.4422692,0.9351,1
N16006_2016_win,forest,90,859.772697,0.0395,2
N16006_2016_win,forest,150,860.7076111,0.0247,3
N16006_2016_win,forest,210,868.1382533,6.00E-04,4
N16006_2016_win,forest,270,875.4788632,0,5
N16006_2016_sum,forest,1050,517.8325459,0.4426,1
N16006_2016_sum,forest,1110,518.7913166,0.274,2
N16006_2016_sum,forest,990,519.6683596,0.1767,3
N16006_2016_sum,forest,1170,521.9902433,0.0554,4
N16006_2016_sum,forest,930,522.8673798,0.0357,5
N16008_2016_win,forest,2490,818.7970945,0.3652,1
N16008_2016_win,forest,2550,819.3051238,0.2833,2
N16008_2016_win,forest,2430,820.957715,0.124,3
N16008_2016_win,forest,2610,821.7734323,0.0825,4
N16008_2016_win,forest,2370,822.5744884,0.0552,5
N16010_2016_win,forest,390,514.9001063,0.2325,1
N16010_2016_win,forest,330,515.0844962,0.2121,2
N16010_2016_win,forest,270,515.9590459,0.1369,3
N16010_2016_win,forest,450,517.1051075,0.0772,4
N16010_2016_win,forest,510,517.2947605,0.0702,5
N16010_2016_sum,forest,150,779.1513799,0.8466,1
N16010_2016_sum,forest,210,783.6576805,0.089,2
N16010_2016_sum,forest,90,785.8738266,0.0294,3
N16010_2016_sum,forest,390,788.2202602,0.0091,4
N16010_2016_sum,forest,450,788.2728221,0.0089,5
N16010_2017_win,forest,2490,759.183484,0.2073,1
N16010_2017_win,forest,2550,759.2083201,0.2047,2
N16010_2017_win,forest,2430,759.4457556,0.1818,3
N16010_2017_win,forest,2610,760.0360632,0.1353,4
N16010_2017_win,forest,2370,760.292342,0.119,5
N16011_2016_win,forest,90,797.8569465,0.1527,1
N16011_2016_win,forest,990,798.4305073,0.1147,2
N16011_2016_win,forest,1050,798.6733485,0.1016,3
N16011_2016_win,forest,150,798.7668755,0.0969,4
N16011_2016_win,forest,1110,798.9801873,0.0871,5
N16012_2016_win,forest,30,496.4067605,0.764,1
N16012_2016_win,forest,90,498.7667988,0.2348,2
N16012_2016_win,forest,150,509.985683,9.00E-04,3
N16012_2016_win,forest,210,512.8237909,2.00E-04,4
N16012_2016_win,forest,270,514.1852139,1.00E-04,5
N16013_2016_win,forest,1950,496.7402093,0.0484,1
N16013_2016_win,forest,1890,496.8802373,0.0451,2
N16013_2016_win,forest,2010,496.9181423,0.0443,3
N16013_2016_win,forest,1830,496.9204632,0.0442,4
N16013_2016_win,forest,930,497.1091441,0.0402,5
N16013_2016_sum,forest,270,433.6580107,0.5181,1
N16013_2016_sum,forest,330,435.643287,0.192,2
N16013_2016_sum,forest,210,436.151884,0.1489,3
N16013_2016_sum,forest,390,437.0052108,0.0972,4
N16013_2016_sum,forest,450,439.4770521,0.0282,5
N16015_2016_win,forest,1290,577.9994058,0.2849,1
N16015_2016_win,forest,1350,578.7641656,0.1943,2
N16015_2016_win,forest,1230,579.2085904,0.1556,3
N16015_2016_win,forest,1410,580.4417756,0.084,4
N16015_2016_win,forest,1530,580.9297391,0.0658,5
N16015_2016_sum,forest,90,612.1745483,0.9776,1
N16015_2016_sum,forest,150,620.7657057,0.0133,2
N16015_2016_sum,forest,30,621.5349194,0.0091,3
N16015_2016_sum,forest,210,634.8589224,0,4
N16015_2016_sum,forest,270,644.4597085,0,5
N16017_2016_win,forest,150,353.4430196,0.5553,1
N16017_2016_win,forest,210,354.5588585,0.3179,2
N16017_2016_win,forest,90,356.9739044,0.095,3
N16017_2016_win,forest,270,359.5698379,0.026,4
N16017_2016_win,forest,330,363.266162,0.0041,5
N16020_2016_win,forest,210,367.8473494,0.1258,1
N16020_2016_win,forest,270,368.1071399,0.1104,2
N16020_2016_win,forest,90,368.3513015,0.0977,3
N16020_2016_win,forest,30,368.6568406,0.0839,4
N16020_2016_win,forest,330,368.8406847,0.0765,5
N16020_2016_sum,forest,150,422.4261923,0.938,1
N16020_2016_sum,forest,210,428.1855429,0.0527,2
N16020_2016_sum,forest,90,431.6924254,0.0091,3
N16020_2016_sum,forest,270,438.9349706,2.00E-04,4
N16020_2016_sum,forest,30,445.4266576,0,5
N16020_2017_win,forest,90,311.9255672,0.4231,1
N16020_2017_win,forest,150,311.9560098,0.4167,2
N16020_2017_win,forest,210,315.502352,0.0708,3
N16020_2017_win,forest,30,316.1635233,0.0508,4
N16020_2017_win,forest,270,318.0565096,0.0197,5
N16021_2016_win,forest,150,542.7969897,0.4704,1
N16021_2016_win,forest,210,543.9096496,0.2697,2
N16021_2016_win,forest,90,544.4043182,0.2106,3
N16021_2016_win,forest,270,547.5065209,0.0447,4
N16021_2016_win,forest,330,552.1199377,0.0044,5
N16021_2016_sum,forest,90,538.7386142,0.752,1
N16021_2016_sum,forest,30,542.5967206,0.1093,2
N16021_2016_sum,forest,150,542.7181645,0.1028,3
N16021_2016_sum,forest,210,545.6626642,0.0236,4
N16021_2016_sum,forest,270,548.6286736,0.0054,5
N16021_2017_win,forest,30,490.9886302,0.9992,1
N16021_2017_win,forest,90,506.9289073,3.00E-04,2
N16021_2017_win,forest,150,507.4703967,3.00E-04,3
N16021_2017_win,forest,210,508.742843,1.00E-04,4
N16021_2017_win,forest,270,511.9493023,0,5
N16021_2017_sum,forest,1410,515.0604825,0.1078,1
N16021_2017_sum,forest,1470,515.274243,0.0969,2
N16021_2017_sum,forest,1950,515.6547849,0.0801,3
N16021_2017_sum,forest,1890,515.7089524,0.0779,4
N16021_2017_sum,forest,1350,515.8530076,0.0725,5
N16026_2016_win,forest,1890,482.033185,0.1776,1
N16026_2016_win,forest,1950,482.0481441,0.1762,2
N16026_2016_win,forest,1830,482.228205,0.1611,3
N16026_2016_win,forest,2010,482.8966707,0.1153,4
N16026_2016_win,forest,1770,483.6279617,0.08,5
N16027_2016_win,forest,1290,299.5914786,0.076,1
N16027_2016_win,forest,1230,299.6701983,0.0731,2
N16027_2016_win,forest,1350,299.728925,0.071,3
N16027_2016_win,forest,1170,299.7798916,0.0692,4
N16027_2016_win,forest,990,300.0892251,0.0593,5
N16027_2016_sum,forest,210,206.9792629,0.2219,1
N16027_2016_sum,forest,150,207.4037693,0.1794,2
N16027_2016_sum,forest,90,207.8437074,0.144,3
N16027_2016_sum,forest,30,208.0872513,0.1275,4
N16027_2016_sum,forest,270,208.4519451,0.1063,5
N16029_2016_win,forest,30,199.6284901,0.6668,1
N16029_2016_win,forest,90,201.2438138,0.2973,2
N16029_2016_win,forest,150,207.7524996,0.0115,3
N16029_2016_win,forest,330,209.6447773,0.0045,4
N16029_2016_win,forest,270,210.0488187,0.0036,5
N16029_2016_sum,forest,30,315.3268378,0.5544,1
N16029_2016_sum,forest,150,317.841687,0.1576,2
N16029_2016_sum,forest,90,319.1630089,0.0814,3
N16029_2016_sum,forest,210,319.6078957,0.0652,4
N16029_2016_sum,forest,270,320.9594611,0.0332,5
N16031_2016_win,forest,1170,900.0616591,0.4945,1
N16031_2016_win,forest,1110,900.4097923,0.4155,2
N16031_2016_win,forest,1230,904.2312619,0.0615,3
N16031_2016_win,forest,1050,906.0440197,0.0248,4
N16031_2016_win,forest,1290,910.1655787,0.0032,5
N16032_2016_win,forest,30,1134.062204,0.7418,1
N16032_2016_win,forest,150,1136.822519,0.1866,2
N16032_2016_win,forest,90,1138.876813,0.0668,3
N16032_2016_win,forest,210,1144.181702,0.0047,4
N16032_2016_win,forest,270,1152.472576,1.00E-04,5
N16032_2016_sum,forest,2490,1261.958052,0.446,1
N16032_2016_sum,forest,2430,1262.0305,0.4302,2
N16032_2016_sum,forest,2370,1265.814712,0.0648,3
N16032_2016_sum,forest,2550,1266.131431,0.0554,4
N16032_2016_sum,forest,2310,1271.855449,0.0032,5
N16034_2016_win,forest,1530,619.0908431,0.5859,1
N16034_2016_win,forest,1590,619.9697838,0.3775,2
N16034_2016_win,forest,1470,624.8034049,0.0337,3
N16034_2016_win,forest,1650,629.9312146,0.0026,4
N16034_2016_win,forest,1410,634.4506319,3.00E-04,5
N16034_2016_sum,forest,1350,1024.504276,0.3054,1
N16034_2016_sum,forest,1410,1025.073801,0.2297,2
N16034_2016_sum,forest,1290,1025.149767,0.2212,3
N16034_2016_sum,forest,1470,1026.522742,0.1113,4
N16034_2016_sum,forest,1530,1028.14573,0.0494,5
N16034_2017_win,forest,990,1016.915709,0.2781,1
N16034_2017_win,forest,1050,1016.920393,0.2774,2
N16034_2017_win,forest,1110,1017.623506,0.1952,3
N16034_2017_win,forest,1170,1018.730187,0.1122,4
N16034_2017_win,forest,1230,1020.748098,0.0409,5
N16035_2016_win,forest,210,1067.32773,0.7858,1
N16035_2016_win,forest,150,1069.936415,0.2132,2
N16035_2016_win,forest,270,1080.851334,9.00E-04,3
N16035_2016_win,forest,90,1092.573133,0,4
N16035_2016_win,forest,330,1109.811234,0,5
N16035_2016_sum,forest,1890,1483.498704,0.4615,1
N16035_2016_sum,forest,1830,1484.09404,0.3427,2
N16035_2016_sum,forest,1770,1486.498888,0.103,3
N16035_2016_sum,forest,1950,1487.202425,0.0724,4
N16035_2016_sum,forest,1710,1490.178048,0.0164,5
N16036_2016_win,forest,1710,1005.123769,0.2759,1
N16036_2016_win,forest,1050,1005.42433,0.2374,2
N16036_2016_win,forest,990,1006.510761,0.1379,3
N16036_2016_win,forest,1650,1006.752971,0.1222,4
N16036_2016_win,forest,1110,1008.215414,0.0588,5
N16036_2016_sum,forest,150,1082.73524,0.1606,1
N16036_2016_sum,forest,3750,1083.991257,0.0857,2
N16036_2016_sum,forest,3690,1084.008249,0.085,3
N16036_2016_sum,forest,90,1084.164264,0.0786,4
N16036_2016_sum,forest,3630,1084.362186,0.0712,5
N16037_2016_win,forest,3210,1086.291159,0.914,1
N16037_2016_win,forest,3150,1091.054963,0.0844,2
N16037_2016_win,forest,3090,1100.786466,7.00E-04,3
N16037_2016_win,forest,3030,1101.496883,5.00E-04,4
N16037_2016_win,forest,2970,1101.98492,4.00E-04,5
N16037_2016_sum,forest,3810,1005.188562,0.3812,1
N16037_2016_sum,forest,2850,1006.28499,0.2203,2
N16037_2016_sum,forest,3870,1007.360548,0.1287,3
N16037_2016_sum,forest,2790,1007.603873,0.114,4
N16037_2016_sum,forest,2910,1008.566166,0.0704,5
N16038_2016_win,forest,1470,1441.554333,0.684,1
N16038_2016_win,forest,1410,1443.098675,0.316,2
N16038_2016_win,forest,1350,1462.304035,0,3
N16038_2016_win,forest,1530,1472.458365,0,4
N16038_2016_win,forest,1290,1481.01155,0,5
N16038_2016_sum,forest,1050,1138.328242,0.5081,1
N16038_2016_sum,forest,990,1139.081778,0.3486,2
N16038_2016_sum,forest,1110,1141.994878,0.0812,3
N16038_2016_sum,forest,930,1142.999561,0.0492,4
N16038_2016_sum,forest,870,1147.011339,0.0066,5
N16038_2017_sum,forest,90,1455.158888,0.9793,1
N16038_2017_sum,forest,30,1462.87005,0.0207,2
N16038_2017_sum,forest,150,1484.541385,0,3
N16038_2017_sum,forest,210,1497.116431,0,4
N16038_2017_sum,forest,270,1501.559845,0,5
N16039_2016_win,forest,3510,1436.015071,0.5704,1
N16039_2016_win,forest,3450,1438.083428,0.2028,2
N16039_2016_win,forest,3570,1438.100405,0.2011,3
N16039_2016_win,forest,3390,1443.309124,0.0149,4
N16039_2016_win,forest,3630,1444.029482,0.0104,5
N16040_2016_win,forest,90,1449.071112,0.9404,1
N16040_2016_win,forest,30,1454.597077,0.0593,2
N16040_2016_win,forest,150,1465.323358,3.00E-04,3
N16040_2016_win,forest,210,1480.541582,0,4
N16040_2016_win,forest,270,1490.183956,0,5
N16040_2016_sum,forest,90,1449.686735,0.8499,1
N16040_2016_sum,forest,30,1453.211381,0.1459,2
N16040_2016_sum,forest,150,1460.364106,0.0041,3
N16040_2016_sum,forest,3750,1469.154448,1.00E-04,4
N16040_2016_sum,forest,3690,1470.142991,0,5
N16040_2017_win,forest,90,1423.132778,0.7684,1
N16040_2017_win,forest,30,1425.545876,0.2299,2
N16040_2017_win,forest,150,1436.605156,9.00E-04,3
N16040_2017_win,forest,570,1440.157008,2.00E-04,4
N16040_2017_win,forest,630,1440.364439,1.00E-04,5
N16040_2017_sum,forest,90,1407.300194,0.9821,1
N16040_2017_sum,forest,150,1415.730154,0.0145,2
N16040_2017_sum,forest,30,1418.607666,0.0034,3
N16040_2017_sum,forest,210,1447.782219,0,4
N16040_2017_sum,forest,3150,1472.329244,0,5
N16040_2018_win,forest,3030,1395.673674,0.6293,1
N16040_2018_win,forest,2970,1397.75264,0.2225,2
N16040_2018_win,forest,3090,1398.694047,0.139,3
N16040_2018_win,forest,2910,1405.694105,0.0042,4
N16040_2018_win,forest,2430,1406.540881,0.0027,5
N16040_2018_sum,forest,810,1458.404828,0.7997,1
N16040_2018_sum,forest,750,1461.637429,0.1589,2
N16040_2018_sum,forest,870,1465.152984,0.0274,3
N16040_2018_sum,forest,930,1467.981261,0.0067,4
N16040_2018_sum,forest,990,1468.821588,0.0044,5
N16041_2016_win,forest,90,1457.829075,0.5851,1
N16041_2016_win,forest,30,1458.678527,0.3826,2
N16041_2016_win,forest,570,1465.530443,0.0124,3
N16041_2016_win,forest,630,1465.613529,0.0119,4
N16041_2016_win,forest,150,1467.02899,0.0059,5
N16041_2016_sum,forest,1050,1494.425857,0.6619,1
N16041_2016_sum,forest,990,1495.802034,0.3326,2
N16041_2016_sum,forest,930,1504.335628,0.0047,3
N16041_2016_sum,forest,1110,1508.387981,6.00E-04,4
N16041_2016_sum,forest,870,1510.963859,2.00E-04,5
N16042_2016_win,forest,1170,1481.756621,0.56,1
N16042_2016_win,forest,1110,1483.51945,0.2319,2
N16042_2016_win,forest,1230,1484.553912,0.1383,3
N16042_2016_win,forest,1050,1487.423254,0.0329,4
N16042_2016_win,forest,3090,1488.485427,0.0194,5
N16042_2016_sum,forest,570,1290.23138,0.5915,1
N16042_2016_sum,forest,510,1292.204064,0.2206,2
N16042_2016_sum,forest,630,1292.816983,0.1624,3
N16042_2016_sum,forest,690,1297.737218,0.0139,4
N16042_2016_sum,forest,450,1298.107819,0.0115,5
N16042_2017_win,forest,3870,1492.17688,0.8133,1
N16042_2017_win,forest,3810,1496.560038,0.0909,2
N16042_2017_win,forest,2430,1499.393669,0.022,3
N16042_2017_win,forest,3750,1499.836202,0.0177,4
N16042_2017_win,forest,2490,1499.842964,0.0176,5
N16042_2017_sum,forest,270,1434.648808,0.9307,1
N16042_2017_sum,forest,330,1440.026376,0.0633,2
N16042_2017_sum,forest,3210,1445.001075,0.0053,3
N16042_2017_sum,forest,210,1448.944667,7.00E-04,4
N16042_2017_sum,forest,3150,1454.128481,1.00E-04,5
N16043_2016_win,forest,2190,1430.387368,0.3178,1
N16043_2016_win,forest,2070,1431.185143,0.2132,2
N16043_2016_win,forest,2130,1431.206489,0.211,3
N16043_2016_win,forest,2310,1432.830702,0.0937,4
N16043_2016_win,forest,2250,1433.160503,0.0794,5
N16043_2016_sum,forest,3870,1288.840049,0.8848,1
N16043_2016_sum,forest,3810,1292.916897,0.1152,2
N16043_2016_sum,forest,3750,1324.665419,0,3
N16043_2016_sum,forest,90,1360.640929,0,4
N16043_2016_sum,forest,3690,1366.640735,0,5
N16043_2017_win,forest,870,405.7984115,0.2781,1
N16043_2017_win,forest,810,406.8037637,0.1682,2
N16043_2017_win,forest,930,407.1010474,0.145,3
N16043_2017_win,forest,990,407.7535699,0.1046,4
N16043_2017_win,forest,1050,408.2093322,0.0833,5
N16043_2017_sum,forest,2610,1302.962592,0.7974,1
N16043_2017_sum,forest,2550,1306.292824,0.1508,2
N16043_2017_sum,forest,2670,1308.889855,0.0412,3
N16043_2017_sum,forest,2490,1312.136783,0.0081,4
N16043_2017_sum,forest,2730,1315.036771,0.0019,5
N16043_2018_win,forest,330,1429.511839,0.7664,1
N16043_2018_win,forest,270,1432.26483,0.1935,2
N16043_2018_win,forest,390,1436.050689,0.0291,3
N16043_2018_win,forest,210,1439.035487,0.0066,4
N16043_2018_win,forest,3210,1440.888522,0.0026,5
N16043_2018_sum,forest,90,1435.918177,0.9997,1
N16043_2018_sum,forest,30,1452.187949,3.00E-04,2
N16043_2018_sum,forest,150,1463.135296,0,3
N16043_2018_sum,forest,210,1475.483967,0,4
N16043_2018_sum,forest,270,1482.136082,0,5
N16044_2016_win,forest,2250,1421.325434,0.5895,1
N16044_2016_win,forest,2190,1422.469049,0.3328,2
N16044_2016_win,forest,2310,1425.434905,0.0755,3
N16044_2016_win,forest,2370,1432.766599,0.0019,4
N16044_2016_win,forest,2130,1436.741467,3.00E-04,5
N16044_2016_sum,forest,450,1375.930872,0.4774,1
N16044_2016_sum,forest,390,1376.561178,0.3483,2
N16044_2016_sum,forest,330,1378.733032,0.1176,3
N16044_2016_sum,forest,510,1380.194425,0.0566,4
N16044_2016_sum,forest,570,1393.818581,1.00E-04,5
N16044_2017_win,forest,90,1362.720068,0.9603,1
N16044_2017_win,forest,150,1369.094166,0.0397,2
N16044_2017_win,forest,30,1386.586593,0,3
N16044_2017_win,forest,210,1398.265278,0,4
N16044_2017_win,forest,510,1409.080582,0,5
N16044_2017_sum,forest,3750,1368.897934,0.4446,1
N16044_2017_sum,forest,3810,1369.646441,0.3058,2
N16044_2017_sum,forest,3690,1370.860013,0.1667,3
N16044_2017_sum,forest,3870,1373.422729,0.0463,4
N16044_2017_sum,forest,3630,1374.007783,0.0345,5
N16045_2016_win,forest,1650,1410.202536,0.5648,1
N16045_2016_win,forest,1710,1412.6124,0.1693,2
N16045_2016_win,forest,1770,1413.49921,0.1087,3
N16045_2016_win,forest,1830,1414.159022,0.0781,4
N16045_2016_win,forest,1590,1415.505941,0.0398,5
N16045_2016_sum,forest,3690,1384.692873,0.2978,1
N16045_2016_sum,forest,3630,1385.041962,0.2501,2
N16045_2016_sum,forest,3750,1385.566741,0.1924,3
N16045_2016_sum,forest,3570,1386.234194,0.1378,4
N16045_2016_sum,forest,3810,1386.967176,0.0955,5
N16045_2017_win,forest,1770,1437.626026,0.2731,1
N16045_2017_win,forest,1710,1438.224518,0.2025,2
N16045_2017_win,forest,1830,1438.353511,0.1898,3
N16045_2017_win,forest,1890,1439.430422,0.1108,4
N16045_2017_win,forest,1650,1439.907736,0.0873,5
N16045_2017_sum,forest,870,1303.371405,0.4414,1
N16045_2017_sum,forest,750,1304.2199,0.2888,2
N16045_2017_sum,forest,810,1304.458068,0.2564,3
N16045_2017_sum,forest,930,1311.724161,0.0068,4
N16045_2017_sum,forest,690,1311.87043,0.0063,5
N16046_2016_win,forest,1890,1487.350251,0.1447,1
N16046_2016_win,forest,1950,1487.387598,0.142,2
N16046_2016_win,forest,2010,1487.421128,0.1397,3
N16046_2016_win,forest,2070,1487.605936,0.1273,4
N16046_2016_win,forest,2130,1487.671748,0.1232,5
N16046_2016_sum,forest,90,838.7927315,0.9802,1
N16046_2016_sum,forest,30,847.469686,0.0128,2
N16046_2016_sum,forest,150,848.6780668,0.007,3
N16046_2016_sum,forest,210,866.9431933,0,4
N16046_2016_sum,forest,270,882.6489513,0,5
N16047_2016_win,forest,2250,1406.956743,0.9222,1
N16047_2016_win,forest,2190,1411.905334,0.0777,2
N16047_2016_win,forest,2310,1425.400425,1.00E-04,3
N16047_2016_win,forest,2130,1448.854665,0,4
N16047_2016_win,forest,390,1451.309108,0,5
N16047_2016_sum,forest,3870,1465.776679,0.7919,1
N16047_2016_sum,forest,3810,1469.105845,0.1499,2
N16047_2016_sum,forest,3750,1471.680924,0.0414,3
N16047_2016_sum,forest,3690,1474.213596,0.0117,4
N16047_2016_sum,forest,3630,1477.890038,0.0019,5
N16048_2016_win,forest,90,1384.883206,0.9762,1
N16048_2016_win,forest,30,1392.357288,0.0233,2
N16048_2016_win,forest,150,1399.769699,6.00E-04,3
N16048_2016_win,forest,510,1412.808182,0,4
N16048_2016_win,forest,390,1412.992212,0,5
N16049_2016_win,forest,930,563.853789,0.1981,1
N16049_2016_win,forest,870,563.9076477,0.1929,2
N16049_2016_win,forest,810,564.0284759,0.1816,3
N16049_2016_win,forest,750,564.4034982,0.1505,4
N16049_2016_win,forest,990,564.6036044,0.1362,5
N16051_2016_win,forest,2130,1441.808456,0.6736,1
N16051_2016_win,forest,2070,1443.796382,0.2493,2
N16051_2016_win,forest,2190,1447.821735,0.0333,3
N16051_2016_win,forest,2010,1448.476592,0.024,4
N16051_2016_win,forest,150,1449.815011,0.0123,5
N16051_2016_sum,forest,150,1320.603625,0.9288,1
N16051_2016_sum,forest,90,1325.740989,0.0712,2
N16051_2016_sum,forest,210,1347.982121,0,3
N16051_2016_sum,forest,30,1358.736084,0,4
N16051_2016_sum,forest,270,1389.537521,0,5
